"Major category"	"Subcategory"	"Disease"	"Genetic defect"	"Inheritance"	"ICD9"	"ICD10"	"OMIM ID"	"HPO IDs"	"HPO term"	"Associated features"	"Uniprot"	"AlphaFold_URL"	"score_positive_total"	"VariantCounts.VRE"	"VariantCounts.ClnVar"	"B cell"	"T cell"	"Ig"	"Neutrophil"	"Inheritance detail"	"Major_category_original"	"GOF/DN details"	"T cell details"	"B cell details"	"Ig details"	"Neutrophil details"	"Other affected cells"	"score5.ClnVar"	"score4.ClnVar"	"score2.ClnVar"	"score0.ClnVar"	"score5.VRE"	"score4.VRE"	"score2.VRE"	"score0.VRE"	"min_prob"	"median_prob"	"max_prob"	"q1_prob"	"q3_prob"
"1. CID"	"3. CID Generally Less Profound than SCID"	"ICOLG deficiency"	"ICOSLG"	"AR"	279	"D81.9"	"605717"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Recurrent bacterial and viral infections"	"O75144"	"https://alphafold.ebi.ac.uk/entry/O75144"	1	"0 / 1 / 2 / 3"	"0 / 4 / 278 / 280"	"low"	"low"	"low"	"low"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low"	"Low"	"Low"	"Low"	NA	0	4	278	280	0	1	2	3	6.83271818407608e-08	6.83271818407608e-08	6.83271818407608e-08	6.83271818407608e-08	6.83271818407608e-08
"1. CID"	"3. CID Generally Less Profound than SCID"	"IKBKB deficiency"	"IKBKB"	"AR"	279.2	"D81.9"	"615592"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Recurrent bacterial, viral, fungal infections, opportunistic infections"	"O14920"	"https://alphafold.ebi.ac.uk/entry/O14920"	2	"1 / 1 / 75 / 29"	"35 / 20 / 504 / 946"	"borderline"	"defective"	NA	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Nl number, absent Treg and g/d T cells, impaired TCR activation"	"Nl number, poor function"	NA	NA	NA	35	20	504	946	1	1	75	29	3.16088307087084e-07	3.16088307087084e-07	3.16088307087084e-07	3.16088307087084e-07	3.16088307087084e-07
"1. CID"	"3. CID Generally Less Profound than SCID"	"Ikaros deficiency"	"IKZF1"	"AD"	279	"D81.9"	NA	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Recurrent sinopulmonary infections, pneumocystis early CID onset"	"Q13422"	"https://alphafold.ebi.ac.uk/entry/Q13422"	2	"1 / 1 / 30 / 2"	"14 / 32 / 476 / 220"	"low"	"low"	"low"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	"DN"	"No memory T cells"	"No memory B cells"	"Low"	NA	NA	14	32	476	220	1	1	30	2	6.56758372027347e-06	1.97065418601367e-05	3.28455e-05	1.31370627902051e-05	2.62760209300684e-05
"1. CID"	"3. CID Generally Less Profound than SCID"	"HELIOS deficiency"	"IKZF2"	"AR"	279.2	"D81.9"	NA	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"combined immunodeficiency, recurrent upper respiratory infections/pneumonia, thrush, mucosal ulcers, chronic lymphadenopathy, SLE, ITP, Evan’s syndrome.
EBV-associated HLH, lymphoma"	"Q9UKS7"	"https://alphafold.ebi.ac.uk/entry/Q9UKS7"	0	"0 / 0 / 6 / 1"	"0 / 0 / 70 / 16"	"borderline"	"variable"	"defective"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Increased activated/ exhausted T cells. Increased  production pro-inflammatory cytokines by T cells.  Increased MAIT, Tfh cells, NK cells.
Normal Treg"	"normal B cell numbers, but low switched memory. dysregulated germinal centers"	"hypogammaglobulinemia with low/normal IgG vaccine responses"	NA	NA	0	0	70	16	0	0	6	1	0	0	0	0	0
"1. CID"	"3. CID Generally Less Profound than SCID"	"HELIOS deficiency"	"IKZF2"	"AD"	279.2	"D81.9"	NA	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"combined immunodeficiency, recurrent upper respiratory infections/pneumonia, thrush, mucosal ulcers, chronic lymphadenopathy, SLE, ITP, Evan’s syndrome.
EBV-associated HLH, lymphoma"	"Q9UKS7"	"https://alphafold.ebi.ac.uk/entry/Q9UKS7"	0	"0 / 0 / 6 / 1"	"0 / 0 / 70 / 16"	"borderline"	"variable"	"defective"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Increased activated/ exhausted T cells. Increased  production pro-inflammatory cytokines by T cells.  Increased MAIT, Tfh cells, NK cells.
Normal Treg"	"normal B cell numbers, but low switched memory. dysregulated germinal centers"	"hypogammaglobulinemia with low/normal IgG vaccine responses"	NA	NA	0	0	70	16	0	0	6	1	0	0	0	0	0
"1. CID"	"3. CID Generally Less Profound than SCID"	"IL-21 deficiency"	"IL21"	"AR"	279.2	"D81.9"	"615767"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Severe early onset colitis, recurrent sinopulmonary infections"	"Q9HBE4"	"https://alphafold.ebi.ac.uk/entry/Q9HBE4"	1	"1 / 0 / 13 / 1"	"2 / 0 / 117 / 94"	"low"	"defective"	NA	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Nl number, nl/low function"	"Low"	NA	NA	NA	2	0	117	94	1	0	13	1	5.0510278789993e-09	5.0510278789993e-09	5.0510278789993e-09	5.0510278789993e-09	5.0510278789993e-09
"1. CID"	"3. CID Generally Less Profound than SCID"	"IL-21R deficiency"	"IL21R"	"AR"	279.2	"D81.9"	"615207"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Recurrent infections, Pneumocystis jiroveci, Cryptosporidium infections and liver disease"	"Q9HBE5"	"https://alphafold.ebi.ac.uk/entry/Q9HBE5"	2	"1 / 1 / 89 / 6"	"10 / 10 / 389 / 370"	"normal"	"defective"	NA	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Nl number, low cytokine production, poor antigen proliferation"	"Normal"	NA	NA	NA	10	10	389	370	1	1	89	6	7.15274702791623e-07	7.15274702791623e-07	7.15274702791623e-07	7.15274702791623e-07	7.15274702791623e-07
"1. CID"	"3. CID Generally Less Profound than SCID"	"IRF4 multimorphic"	"IRF4"	"AD"	279.2	"D81.9"	NA	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"PJP, viral"	"Q15306"	"https://alphafold.ebi.ac.uk/entry/Q15306"	0	"0 / 0 / 38 / 3"	"7 / 0 / 275 / 344"	"low"	"defective"	"low"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Normal except low Th17 and TFH"	"Reduced"	"Agammaglobulinemia"	"Normal"	NA	7	0	275	344	0	0	38	3	0	0	0	0	0
"1. CID"	"3. CID Generally Less Profound than SCID"	"ITK deficiency"	"ITK"	"AR"	238.79	"D82.3"	"186973"	"HP:0002715; HP:0020072"	"Abnormality of the immune system; Persistent EBV viremia"	"EBV associated B cell lymphoproliferation, lymphoma"	"Q08881"	"https://alphafold.ebi.ac.uk/entry/Q08881"	2	"2 / 0 / 82 / 5"	"32 / 6 / 532 / 526"	"normal"	"decreased"	"variable"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Progressive decrease"	"Normal"	"Variable"	NA	NA	32	6	532	526	2	0	82	5	1.53938639216544e-07	1.53957848010416e-07	1.53977056804288e-07	1.5394824361348e-07	1.53967452407352e-07
"1. CID"	"3. CID Generally Less Profound than SCID"	"LCK deficiency"	"LCK"	"AR"	279.2	"D81.9"	"615758"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Recurrent infections, immune dysregulation, autoimmunity"	"P06239"	"https://alphafold.ebi.ac.uk/entry/P06239"	2	"1 / 1 / 26 / 5"	"18 / 10 / 186 / 352"	"normal"	"low"	NA	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low CD4+, low Treg, restricted T cell repertoire, poor TCR signaling"	"Normal"	NA	NA	NA	18	10	186	352	1	1	26	5	2.39221058105049e-07	2.39221058105049e-07	2.39221058105049e-07	2.39221058105049e-07	2.39221058105049e-07
"1. CID"	"3. CID Generally Less Profound than SCID"	"MALT1 deficiency"	"MALT1"	"AR"	279.2	"D81.9"	"615468"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Bacterial, fungal and viral infections"	"Q9UDY8"	"https://alphafold.ebi.ac.uk/entry/Q9UDY8"	3	"1 / 1 / 61 / 6"	"30 / 18 / 374 / 434"	"normal"	"defective"	NA	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Nl number, poor proliferation"	"Normal"	NA	NA	NA	30	18	374	434	1	1	61	6	4.8079565968734e-07	4.81178154040854e-07	4.81285763472592e-07	4.80986906864097e-07	4.81231958756723e-07
"1. CID"	"3. CID Generally Less Profound than SCID"	"MAN2B2 deficiency"	"MAN2B2"	"AR"	279.2	"D81.9"	NA	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Developmental delay, congenital disorder of glycosylation, microcephaly, vasculitis, arthritis, FTT"	"Q9Y2E5"	"https://alphafold.ebi.ac.uk/entry/Q9Y2E5"	2	"0 / 2 / 48 / 2"	"0 / 2 / 268 / 68"	"low"	"low"	"mixed"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low T cells and TRECs"	"Low"	"Normal IgM, low IgA, high IgE"	NA	NA	0	2	268	68	0	2	48	2	1.25685613814332e-07	8.66265222358286e-07	1.60684483090224e-06	4.95975418086309e-07	1.23655502663026e-06
"1. CID"	"3. CID Generally Less Profound than SCID"	"NIK deficiency"	"MAP3K14"	"AR"	279.2	"D81.9"	"604655"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Recurrent bacterial, viral and Cryptosporidium infections"	"Q99558"	"https://alphafold.ebi.ac.uk/entry/Q99558"	0	"0 / 0 / 80 / 13"	"2 / 2 / 424 / 538"	"low"	"defective"	NA	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Nl number, poor proliferation to antigen"	"Low, low switched memory B cells"	NA	NA	"Low NK"	2	2	424	538	0	0	80	13	0	0	0	0	0
"1. CID"	"3. CID Generally Less Profound than SCID"	"Moesin deficiency"	"MSN"	"XL"	279.2	"D81.9"	"300988"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Recurrent infections with bacteria, varicella"	"P26038"	"https://alphafold.ebi.ac.uk/entry/P26038"	2	"1 / 1 / 15 / 10"	"22 / 10 / 196 / 236"	"low"	"defective"	NA	"low"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Nl number, defective migration, proliferaton"	"Low number"	NA	"Low"	NA	22	10	196	236	1	1	15	10	1.48836932617979e-08	1.48836932617979e-08	1.48836932617979e-08	1.48836932617979e-08	1.48836932617979e-08
"1. CID"	"3. CID Generally Less Profound than SCID"	"NFATC1 deficiency"	"NFATC1"	"AR"	279.2	"D81.9"	NA	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Sinopulmonary infections, warts"	"O95644"	"https://alphafold.ebi.ac.uk/entry/O95644"	NA	NA	"0 / 0 / 286 / 250"	"low"	"normal"	"low"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Normal"	"Low switched memory"	"Hypogammaglobuliemia"	"Normal"	NA	0	0	286	250	NA	NA	NA	NA	0	0	0	0	0
"1. CID"	"3. CID Generally Less Profound than SCID"	"Polymerase d 1 deficiency"	"POLD1"	"AR"	279.2	"D81.9"	"174761"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Recurrent respiratory tract infections, skin infections, warts and molluscum, short stature, intellectual disability"	"P28340"	"https://alphafold.ebi.ac.uk/entry/P28340"	3	"1 / 1 / 430 / 16"	"4 / 2 / 6131 / 4468"	"low"	"low"	"low"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low CD4 T cells"	"Low"	"Low"	NA	NA	4	2	6131	4468	1	1	430	16	2.85944269700619e-06	2.85944269700619e-06	2.85944269700619e-06	2.85944269700619e-06	2.85944269700619e-06
"1. CID"	"3. CID Generally Less Profound than SCID"	"Polymerase d 2 deficiency"	"POLD2"	"AR"	279.2	"D81.9"	"600815"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Recurrent respiratory tract infections, skin infections, warts and molluscum, short stature, intellectual disability"	"P49005"	"https://alphafold.ebi.ac.uk/entry/P49005"	0	"0 / 0 / 43 / 1"	"0 / 0 / 357 / 282"	"low"	"low"	"low"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low CD4 T cells"	"Low"	"Low"	NA	NA	0	0	357	282	0	0	43	1	0	0	0	0	0
"1. CID"	"3. CID Generally Less Profound than SCID"	"Polymerase d 3 deficiency"	"POLD3"	"AR"	279.2	"D81.9"	NA	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Omenn syndrome, athymia"	"Q15054"	"https://alphafold.ebi.ac.uk/entry/Q15054"	0	"0 / 0 / 6 / 2"	"4 / 0 / 48 / 10"	"normal"	"low"	"low"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low naïve T cells"	"Normal"	"Low"	NA	"Athymia"	4	0	48	10	0	0	6	2	0	0	0	0	0
"1. CID"	"3. CID Generally Less Profound than SCID"	"PRIM1"	"PRIM1"	"AR"	279.2	"D81.9"	"620005"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Dysmorphic, basal ganglia calcification, Type I IFN"	"P49642"	"https://alphafold.ebi.ac.uk/entry/P49642"	2	"1 / 1 / 5 / 1"	"6 / 2 / 44 / 10"	"low"	"normal"	"low"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Normal"	"Low"	"Low"	NA	NA	6	2	44	10	1	1	5	1	1.84106212164963e-06	1.84106212164963e-06	1.84106212164963e-06	1.84106212164963e-06	1.84106212164963e-06
"1. CID"	"3. CID Generally Less Profound than SCID"	"PSMB10 associated Omenn Syndrome"	"PSMB10"	"AD"	279.2	"D81.9"	NA	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Omenn syndrome"	"P40306"	"https://alphafold.ebi.ac.uk/entry/P40306"	1	"1 / 0 / 3 / 0"	"16 / 0 / 34 / 14"	"low"	"low"	"low"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low"	"Low"	"Low"	NA	NA	16	0	34	14	1	0	3	0	8.19958054498911e-10	8.19958054498911e-10	8.19958054498911e-10	8.19958054498911e-10	8.19958054498911e-10
"1. CID"	"3. CID Generally Less Profound than SCID"	"c-Rel deficiency"	"REL"	"AR"	279.2	"D81.9"	"164910"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Recurrent infections with bacteria, mycobacteria, salmonella and opportunistic infections"	"Q04864"	"https://alphafold.ebi.ac.uk/entry/Q04864"	1	"1 / 0 / 27 / 6"	"11 / 2 / 129 / 290"	"low"	"normal"	"low"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Normal"	"Low"	"Low"	NA	NA	11	2	129	290	1	0	27	6	1.10045924341931e-07	1.10045924341931e-07	1.10045924341931e-07	1.10045924341931e-07	1.10045924341931e-07
"1. CID"	"3. CID Generally Less Profound than SCID"	"RelA haplosufficiency"	"RELA"	"AD"	279.2	"D81.9"	"618287"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Mucosal ulceration, impaired NFkB activation"	"Q04206"	"https://alphafold.ebi.ac.uk/entry/Q04206"	3	"1 / 1 / 51 / 8"	"50 / 12 / 394 / 422"	"normal"	"normal"	"normal"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Normal"	"Normal"	"Normal"	NA	NA	50	12	394	422	1	1	51	8	6.56775625742977e-06	6.56775625742977e-06	6.56775625742977e-06	6.56775625742977e-06	6.56775625742977e-06
"1. CID"	"3. CID Generally Less Profound than SCID"	"RelB deficiency"	"RELB"	"AR"	279.2	"D81.9"	"604758"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Recurrent infections"	"Q01201"	"https://alphafold.ebi.ac.uk/entry/Q01201"	2	"1 / 1 / 70 / 3"	"2 / 4 / 445 / 432"	NA	"defective"	NA	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Nl number, poor diversity, poor function"	NA	NA	NA	NA	2	4	445	432	1	1	70	3	4.64454672393805e-08	4.64454672393805e-08	4.64454672393805e-08	4.64454672393805e-08	4.64454672393805e-08
"1. CID"	"3. CID Generally Less Profound than SCID"	"MHC class II deficiency group C"	"RFX5"	"AR"	279.2	"D81.7"	"601863"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Respiratory and gastrointestinal infections, liver/biliary tract disease"	"P48382"	"https://alphafold.ebi.ac.uk/entry/P48382"	5	"3 / 2 / 93 / 5"	"52 / 32 / 488 / 262"	"normal"	"low"	"mixed"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low CD4 cells"	"Normal"	"Normal to low"	NA	NA	52	32	488	262	3	2	93	5	1.93385303610833e-06	3.86405561059149e-06	4.44375750717583e-05	1.93397948637368e-06	3.8656435197511e-06
"1. CID"	"3. CID Generally Less Profound than SCID"	"MHC class II deficiency group B"	"RFXANK"	"AR"	279.2	"D81.7"	"603200"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Respiratory and gastrointestinal infections, liver/biliary tract disease"	"O14593"	"https://alphafold.ebi.ac.uk/entry/O14593"	5	"3 / 1 / 49 / 12"	"23 / 21 / 233 / 288"	"normal"	"low"	"mixed"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low CD4 cells"	"Normal"	"Normal to low"	NA	NA	23	21	233	288	3	1	49	12	7.87393498806869e-07	7.88495782551292e-07	1.57572784305368e-06	7.87393498806869e-07	1.5755959743631e-06
"1. CID"	"3. CID Generally Less Profound than SCID"	"MHC class II deficiency group D"	"RFXAP"	"AR"	279.2	"D81.7"	"601861"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Respiratory and gastrointestinal infections, liver/biliary tract disease"	"O00287"	"https://alphafold.ebi.ac.uk/entry/O00287"	2	"1 / 0 / 35 / 3"	"28 / 14 / 236 / 130"	"normal"	"low"	"mixed"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low CD4 cells"	"Normal"	"Normal to low"	NA	NA	28	14	236	130	1	0	35	3	1.76007379429575e-07	3.52349135256033e-07	5.28690891082491e-07	2.64178257342804e-07	4.40520013169262e-07
"1. CID"	"3. CID Generally Less Profound than SCID"	"Rhoh Deficiency"	"RHOH"	"AR"	279.2	"D81.9"	"602037"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"HPV infection, lung granulomas, molluscum contagiosum, lymphoma"	"Q15669"	"https://alphafold.ebi.ac.uk/entry/Q15669"	1	"0 / 0 / 11 / 1"	"4 / 0 / 70 / 92"	"normal"	"mixed"	NA	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Nl number, low naïve T cells, restricted repertoire, poor proliferation to CD3"	"Normal"	NA	NA	NA	4	0	70	92	0	0	11	1	0	0	0	0	0
"1. CID"	"3. CID Generally Less Profound than SCID"	"SASH3 deficiency"	"SASH3"	"XL"	279.2	"D81.9"	NA	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Combined immunodeficiency and immune dysregulation, recurrent  infections, autoimmune cytopenias. 
"	"O75995"	"https://alphafold.ebi.ac.uk/entry/O75995"	1	"1 / 0 / 7 / 1"	"8 / 0 / 62 / 12"	"low"	"low"	"defective"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"CD4+ T cell, NK cell lymphopenia
low naïve CD4 and CD8 T cells"	"B cell lymphopenia
hi  BM plasmablasts"	"low serum IgG, IgA 
reduced specific Ab responses"	NA	NA	8	0	62	12	1	0	7	1	1.16545567792865e-08	1.16545567792865e-08	1.16545567792865e-08	1.16545567792865e-08	1.16545567792865e-08
"1. CID"	"3. CID Generally Less Profound than SCID"	"MST1 deficiency"	"STK4"	"AR"	279.2	"D81.9"	"614868"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Intermittent neutropenia, bacterial, viral (HPV), candidal infections, EBV lymphoproliferation, autoimmune cytopenias, lymphoma, congenital heart disease"	"Q13043"	"https://alphafold.ebi.ac.uk/entry/Q13043"	4	"3 / 1 / 40 / 7"	"25 / 10 / 211 / 254"	"low"	"low"	NA	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low, low terminal differentiated  effector memory (TEMRA) cells, low naïve T cells, poor proliferation"	"Low"	NA	NA	NA	25	10	211	254	3	1	40	7	3.46408570162188e-06	3.46754713191105e-06	1.04373082402611e-05	3.46601322838534e-06	5.210655954952e-06
"1. CID"	"3. CID Generally Less Profound than SCID"	"MHC class I deficiency"	"TAP1"	"AR"	279.2	"D81.6"	"170260"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Vasculitis, pyoderma gangrenosum"	"Q03518"	"https://alphafold.ebi.ac.uk/entry/Q03518"	4	"3 / 1 / 96 / 19"	"44 / 2 / 412 / 428"	"normal"	"low"	"normal"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low CD8, Nl CD4, absent MHC I on lymphocytes"	"Normal"	"Normal"	NA	NA	44	2	412	428	3	1	96	19	8.04720596915723e-06	2.81853516652105e-05	5.63668030718045e-05	8.05192898810773e-06	5.03296007699484e-05
"1. CID"	"3. CID Generally Less Profound than SCID"	"MHC class I deficiency"	"TAP2"	"AR"	279.2	"D81.6"	"170261"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Vasculitis, pyoderma gangrenosum"	"Q03519"	"https://alphafold.ebi.ac.uk/entry/Q03519"	0	"0 / 0 / 8 / 6"	"36 / 10 / 420 / 418"	"normal"	"low"	"normal"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low CD8, Nl CD4, absent MHC I on lymphocytes"	"Normal"	"Normal"	NA	NA	36	10	420	418	0	0	8	6	0	0	0	0	0
"1. CID"	"3. CID Generally Less Profound than SCID"	"MHC class I deficiency"	"TAPBP"	"AR"	279.2	"D81.6"	"601962"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Vasculitis,pyoderma gangrenosum"	"O15533"	"https://alphafold.ebi.ac.uk/entry/O15533"	1	"0 / 1 / 55 / 15"	"2 / 0 / 382 / 260"	"normal"	"low"	"normal"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low CD8, Nl CD4, absent MHC I on lymphocytes"	"Normal"	"Normal"	NA	NA	2	0	382	260	0	1	55	15	7.97128368159329e-06	7.97128368159329e-06	7.97128368159329e-06	7.97128368159329e-06	7.97128368159329e-06
"1. CID"	"3. CID Generally Less Profound than SCID"	"TFRC deficiency"	"TFRC"	"AR"	279.2	"D81.9"	"616740"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Recurrent infections, thrombocytopenia"	"P02786"	"https://alphafold.ebi.ac.uk/entry/P02786"	1	"1 / 0 / 78 / 7"	"2 / 0 / 551 / 668"	"borderline"	"defective"	NA	"low"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Nl number, poor proliferation"	"Nl number, low memory B cells"	NA	"Low"	NA	2	0	551	668	1	0	78	7	5.76781278544589e-06	5.76781278544589e-06	5.76781278544589e-06	5.76781278544589e-06	5.76781278544589e-06
"1. CID"	"3. CID Generally Less Profound than SCID"	"OX40 deficiency"	"TNFRSF4"	"AR"	279.2	"D81.9"	"615593"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Impaired immunity to HHV8, Kaposi’s sarcoma"	"P43489"	"https://alphafold.ebi.ac.uk/entry/P43489"	1	"1 / 0 / 63 / 6"	"2 / 0 / 343 / 296"	"borderline"	"defective"	NA	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Nl numbers, low antigen specific memory CD4+"	"Nl numbers, low memory B cells"	NA	NA	NA	2	0	343	296	1	0	63	6	5.50596760548832e-07	5.50596760548832e-07	5.50596760548832e-07	5.50596760548832e-07	5.50596760548832e-07
"1. CID"	"3. CID Generally Less Profound than SCID"	"TCRa deficiency"	"TRAC"	"AR"	279.2	"D81.9"	"615387"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Recurrent viral, bacterial, fungal infections, immune dysregulation and autoimmunity, diarrhea"	NA	"https://alphafold.ebi.ac.uk/entry/NA"	NA	NA	"2 / 0 / 0 / 0"	"normal"	"low"	NA	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Absent TCRab, all T cells are gd, poor proliferation"	"Normal"	NA	NA	NA	2	0	0	0	NA	NA	NA	NA	0	0	0	0	0
"1. CID"	"3. CID Generally Less Profound than SCID"	"ZAP70 combined hypomorphic GOF"	"ZAP70"	"AR"	279.2	"D81.9"	"176947"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	"Severe autoimmunity"	"P43403"	"https://alphafold.ebi.ac.uk/entry/P43403"	2	"1 / 1 / 70 / 4"	"46 / 22 / 439 / 530"	"borderline"	"low"	NA	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	"LOF GOF"	"Decreased CD8, normal or decreased CD4 cells"	"Normal or decreased"	NA	NA	NA	46	22	439	530	1	1	70	4	6.90800392699594e-08	1.03589219137352e-07	1.38098399004744e-07	8.63346292036555e-08	1.20843809071048e-07
